Age,Gender,Item_Purchased,Category,Season,Payment_Method,Shipping_Type
19,Male,Socks,Clothing,Spring,PayPal,Free Shipping
40,Male,Jacket,Outerwear,Winter,Cash,Standard
54,Male,Backpack,Accessories,Summer,Debit Card,Store Pickup
50,Male,Socks,Clothing,Summer,Credit Card,Free Shipping
69,Male,Handbag,Accessories,Winter,Debit Card,2-Day Shipping
42,Male,Hat,Accessories,Spring,Debit Card,Free Shipping
37,Male,Blouse,Clothing,Summer,Bank Transfer,2-Day Shipping
46,Male,Shorts,Clothing,Spring,Bank Transfer,Standard
64,Male,Shirt,Clothing,Spring,Credit Card,Standard
20,Male,Boots,Footwear,Fall,PayPal,Store Pickup
40,Male,Jacket,Outerwear,Spring,Credit Card,Standard
64,Male,Jacket,Outerwear,Summer,Bank Transfer,Next Day Air
29,Male,Handbag,Accessories,Fall,Debit Card,Standard
20,Male,Belt,Accessories,Winter,Cash,2-Day Shipping
43,Male,Handbag,Accessories,Spring,Cash,Express
60,Male,Coat,Outerwear,Spring,Venmo,Express
39,Male,Sweater,Clothing,Winter,PayPal,Standard
47,Male,Shorts,Clothing,Spring,Bank Transfer,Express
19,Male,Pants,Clothing,Fall,Cash,Express
52,Male,Jewelry,Accessories,Fall,Bank Transfer,2-Day Shipping
34,Male,Gloves,Accessories,Spring,Cash,Next Day Air
25,Male,Skirt,Clothing,Spring,Debit Card,Free Shipping
43,Male,Sandals,Footwear,Summer,PayPal,Free Shipping
55,Male,Socks,Clothing,Summer,PayPal,Next Day Air
66,Male,Jewelry,Accessories,Summer,Venmo,Standard
41,Male,Sunglasses,Accessories,Fall,PayPal,Free Shipping
47,Male,Coat,Outerwear,Winter,Bank Transfer,Express
51,Male,Belt,Accessories,Spring,Bank Transfer,Express
44,Male,Coat,Outerwear,Summer,Debit Card,2-Day Shipping
18,Male,Scarf,Accessories,Summer,Venmo,Next Day Air
33,Male,Sandals,Footwear,Fall,PayPal,Next Day Air
24,Male,Belt,Accessories,Summer,PayPal,Free Shipping
33,Male,Scarf,Accessories,Spring,Venmo,Next Day Air
61,Male,Jewelry,Accessories,Winter,PayPal,Express
27,Male,Scarf,Accessories,Spring,Debit Card,Next Day Air
46,Male,Pants,Clothing,Spring,Cash,Next Day Air
38,Male,Shoes,Footwear,Spring,Bank Transfer,Free Shipping
63,Male,Boots,Footwear,Summer,Venmo,Express
47,Male,Jacket,Outerwear,Summer,Bank Transfer,2-Day Shipping
42,Male,Backpack,Accessories,Winter,Credit Card,Standard
41,Male,Jacket,Outerwear,Fall,Credit Card,Standard
53,Male,Boots,Footwear,Fall,Credit Card,Store Pickup
29,Male,Shoes,Footwear,Winter,Cash,Next Day Air
61,Male,Belt,Accessories,Spring,Cash,2-Day Shipping
69,Male,Jewelry,Accessories,Summer,Cash,Store Pickup
51,Male,Jewelry,Accessories,Summer,Bank Transfer,Store Pickup
24,Male,Pants,Clothing,Fall,PayPal,Standard
24,Male,T-shirt,Clothing,Fall,PayPal,Standard
70,Male,Shorts,Clothing,Spring,Venmo,Standard
49,Male,Hoodie,Clothing,Fall,Cash,Express
48,Male,Belt,Accessories,Winter,Venmo,Free Shipping
58,Male,Boots,Footwear,Spring,Debit Card,Next Day Air
32,Male,Hoodie,Clothing,Spring,Credit Card,Free Shipping
57,Male,Shorts,Clothing,Spring,Debit Card,Standard
69,Male,Backpack,Accessories,Winter,PayPal,Standard
42,Male,Scarf,Accessories,Winter,Debit Card,2-Day Shipping
30,Male,Socks,Clothing,Fall,Debit Card,Store Pickup
35,Male,Handbag,Accessories,Fall,Credit Card,Standard
19,Male,Sunglasses,Accessories,Spring,Venmo,Store Pickup
52,Male,T-shirt,Clothing,Winter,Cash,Express
42,Male,Dress,Clothing,Spring,Debit Card,Free Shipping
36,Male,Sneakers,Footwear,Spring,Bank Transfer,Store Pickup
45,Male,Sunglasses,Accessories,Winter,Credit Card,Standard
54,Male,Blouse,Clothing,Fall,Debit Card,Next Day Air
54,Male,T-shirt,Clothing,Summer,Bank Transfer,Store Pickup
27,Male,Hat,Accessories,Summer,Credit Card,2-Day Shipping
53,Male,Shorts,Clothing,Fall,Cash,Express
20,Male,Hoodie,Clothing,Winter,PayPal,Free Shipping
52,Male,Socks,Clothing,Fall,Debit Card,Next Day Air
54,Male,Sunglasses,Accessories,Fall,Bank Transfer,Free Shipping
65,Male,Blouse,Clothing,Summer,Venmo,Express
43,Male,Jeans,Clothing,Summer,Cash,Store Pickup
57,Male,Dress,Clothing,Winter,Bank Transfer,Express
19,Male,Dress,Clothing,Fall,Venmo,2-Day Shipping
69,Male,Jeans,Clothing,Fall,Bank Transfer,Next Day Air
26,Male,Socks,Clothing,Summer,PayPal,Store Pickup
57,Male,Sunglasses,Accessories,Fall,Venmo,Free Shipping
20,Male,Coat,Outerwear,Winter,Venmo,Express
55,Male,Scarf,Accessories,Winter,PayPal,Express
44,Male,Backpack,Accessories,Summer,Venmo,Free Shipping
52,Male,Pants,Clothing,Winter,Bank Transfer,2-Day Shipping
57,Male,Gloves,Accessories,Summer,PayPal,Free Shipping
40,Male,Jacket,Outerwear,Spring,Debit Card,Express
23,Male,Shorts,Clothing,Summer,Cash,Store Pickup
36,Male,Pants,Clothing,Fall,Debit Card,Store Pickup
59,Male,Skirt,Clothing,Fall,Credit Card,Free Shipping
29,Male,Blouse,Clothing,Summer,Credit Card,Free Shipping
63,Male,Shirt,Clothing,Spring,Venmo,Next Day Air
60,Male,Jewelry,Accessories,Summer,Bank Transfer,Store Pickup
64,Male,Backpack,Accessories,Fall,Credit Card,Express
63,Male,Jewelry,Accessories,Winter,Credit Card,Express
21,Male,Belt,Accessories,Fall,Debit Card,Express
61,Male,Dress,Clothing,Winter,PayPal,Store Pickup
65,Male,Coat,Outerwear,Fall,Venmo,Free Shipping
69,Male,Dress,Clothing,Spring,Debit Card,2-Day Shipping
47,Male,Sweater,Clothing,Spring,Credit Card,Store Pickup
41,Male,Hoodie,Clothing,Spring,Debit Card,2-Day Shipping
68,Male,Shoes,Footwear,Spring,Bank Transfer,Standard
41,Male,Shoes,Footwear,Spring,Bank Transfer,Express
42,Male,Jacket,Outerwear,Fall,PayPal,2-Day Shipping
66,Male,Backpack,Accessories,Summer,Credit Card,Store Pickup
66,Male,Jeans,Clothing,Spring,Bank Transfer,Express
33,Male,Jacket,Outerwear,Fall,Cash,2-Day Shipping
55,Male,Sunglasses,Accessories,Winter,Cash,Next Day Air
58,Male,Gloves,Accessories,Fall,Cash,Express
18,Male,Jacket,Outerwear,Spring,Credit Card,Express
49,Male,T-shirt,Clothing,Fall,Venmo,2-Day Shipping
61,Male,Sandals,Footwear,Spring,Bank Transfer,Express
31,Male,Shorts,Clothing,Spring,Bank Transfer,Standard
70,Male,Handbag,Accessories,Fall,Credit Card,Express
68,Male,Pants,Clothing,Winter,Credit Card,Free Shipping
27,Male,Blouse,Clothing,Winter,Venmo,Standard
48,Male,Shoes,Footwear,Winter,PayPal,Express
63,Male,Backpack,Accessories,Spring,Venmo,2-Day Shipping
49,Male,Shoes,Footwear,Fall,Cash,Next Day Air
19,Male,Dress,Clothing,Summer,Debit Card,Standard
30,Male,Skirt,Clothing,Summer,Bank Transfer,Standard
50,Male,Jacket,Outerwear,Fall,Bank Transfer,Express
66,Male,Shirt,Clothing,Fall,PayPal,Next Day Air
25,Male,Hoodie,Clothing,Summer,Venmo,Next Day Air
61,Male,Scarf,Accessories,Winter,Venmo,Free Shipping
29,Male,Skirt,Clothing,Spring,Bank Transfer,Free Shipping
53,Male,Skirt,Clothing,Summer,PayPal,Express
24,Male,Scarf,Accessories,Fall,Venmo,Next Day Air
51,Male,Sunglasses,Accessories,Fall,PayPal,Next Day Air
26,Male,Sandals,Footwear,Summer,Cash,Store Pickup
59,Male,Hoodie,Clothing,Spring,PayPal,2-Day Shipping
41,Male,Jacket,Outerwear,Winter,PayPal,Store Pickup
20,Male,Pants,Clothing,Spring,Credit Card,Store Pickup
22,Male,Shirt,Clothing,Spring,PayPal,Store Pickup
18,Male,Blouse,Clothing,Winter,Debit Card,Free Shipping
30,Male,Skirt,Clothing,Summer,Debit Card,Store Pickup
25,Male,Sunglasses,Accessories,Winter,Debit Card,Next Day Air
39,Male,Belt,Accessories,Summer,Debit Card,Store Pickup
49,Male,Gloves,Accessories,Spring,Credit Card,Next Day Air
25,Male,Pants,Clothing,Spring,PayPal,Standard
23,Male,Scarf,Accessories,Spring,Bank Transfer,Store Pickup
33,Male,T-shirt,Clothing,Summer,Cash,Next Day Air
60,Male,Shoes,Footwear,Summer,Debit Card,2-Day Shipping
51,Male,Pants,Clothing,Spring,Venmo,Next Day Air
23,Male,Gloves,Accessories,Fall,Credit Card,Store Pickup
20,Male,Socks,Clothing,Summer,PayPal,Standard
51,Male,Sneakers,Footwear,Summer,Venmo,Store Pickup
23,Female,Shorts,Clothing,Summer,Debit Card,2-Day Shipping
67,Female,Blouse,Clothing,Fall,Credit Card,Express
23,Female,Coat,Outerwear,Fall,Debit Card,Next Day Air
26,Female,Sunglasses,Accessories,Summer,Credit Card,Standard
52,Female,Shorts,Clothing,Winter,Bank Transfer,Express
52,Female,Dress,Clothing,Summer,PayPal,Express
52,Female,Handbag,Accessories,Summer,Bank Transfer,Next Day Air
35,Female,Boots,Footwear,Summer,Bank Transfer,2-Day Shipping
24,Female,Pants,Clothing,Spring,Debit Card,Express
43,Female,Boots,Footwear,Fall,Debit Card,Express
25,Female,Skirt,Clothing,Summer,PayPal,2-Day Shipping
46,Female,Sneakers,Footwear,Fall,Credit Card,Free Shipping
22,Female,Jewelry,Accessories,Winter,Debit Card,Store Pickup
70,Female,T-shirt,Clothing,Winter,Venmo,Store Pickup
49,Female,Sandals,Footwear,Winter,Bank Transfer,Store Pickup
48,Female,Boots,Footwear,Summer,Venmo,Free Shipping
59,Female,Coat,Outerwear,Summer,Venmo,Next Day Air
39,Female,Belt,Accessories,Spring,PayPal,Free Shipping
30,Female,Sunglasses,Accessories,Fall,Venmo,Express
37,Female,Sandals,Footwear,Winter,Cash,2-Day Shipping
56,Female,Boots,Footwear,Spring,Debit Card,Standard
67,Female,Hoodie,Clothing,Summer,Cash,2-Day Shipping
40,Female,Hat,Accessories,Fall,Debit Card,Express
24,Female,Shorts,Clothing,Winter,Cash,Free Shipping
43,Female,Backpack,Accessories,Spring,Venmo,Free Shipping
45,Female,Shorts,Clothing,Spring,Debit Card,Next Day Air
33,Female,Belt,Accessories,Spring,Cash,2-Day Shipping
53,Female,Shorts,Clothing,Spring,Debit Card,Express
44,Female,Socks,Clothing,Fall,PayPal,Next Day Air
23,Female,Shoes,Footwear,Summer,Bank Transfer,Standard
59,Female,Sneakers,Footwear,Winter,Venmo,2-Day Shipping
68,Female,Backpack,Accessories,Summer,Cash,Next Day Air
46,Female,Dress,Clothing,Summer,Venmo,Free Shipping
56,Female,Boots,Footwear,Winter,Venmo,Express
40,Female,Socks,Clothing,Winter,Venmo,2-Day Shipping
61,Female,Dress,Clothing,Fall,Cash,2-Day Shipping
53,Female,Handbag,Accessories,Spring,Cash,2-Day Shipping
29,Female,Blouse,Clothing,Fall,Credit Card,Standard
44,Female,Belt,Accessories,Summer,Venmo,Free Shipping
43,Female,Pants,Clothing,Winter,Bank Transfer,2-Day Shipping
40,Female,Sneakers,Footwear,Spring,Venmo,Free Shipping
55,Female,Boots,Footwear,Summer,Debit Card,Standard
66,Female,Sunglasses,Accessories,Spring,Venmo,Express
50,Female,Hat,Accessories,Fall,Debit Card,Standard
57,Female,Coat,Outerwear,Spring,Credit Card,Free Shipping
42,Female,Jacket,Outerwear,Winter,Credit Card,Standard
55,Female,Hoodie,Clothing,Summer,Venmo,Store Pickup
25,Female,Boots,Footwear,Fall,Venmo,2-Day Shipping
22,Female,T-shirt,Clothing,Winter,Bank Transfer,Standard
49,Female,Sweater,Clothing,Summer,Bank Transfer,Store Pickup
70,Female,Shoes,Footwear,Fall,PayPal,Next Day Air
56,Female,Scarf,Accessories,Winter,Bank Transfer,Free Shipping
52,Female,Dress,Clothing,Spring,Credit Card,Next Day Air
65,Female,Jacket,Outerwear,Spring,Debit Card,Store Pickup
24,Female,Shoes,Footwear,Spring,Bank Transfer,Express
32,Female,Backpack,Accessories,Fall,Cash,Standard
57,Female,Dress,Clothing,Summer,Debit Card,Store Pickup
35,Female,Shirt,Clothing,Winter,Debit Card,Standard
69,Female,Jacket,Outerwear,Summer,Debit Card,Standard
30,Female,Sunglasses,Accessories,Spring,Credit Card,Standard
37,Female,Jacket,Outerwear,Fall,Credit Card,Standard
19,Female,Coat,Outerwear,Fall,PayPal,2-Day Shipping
53,Female,Sweater,Clothing,Winter,Debit Card,Store Pickup
25,Female,Sneakers,Footwear,Winter,Debit Card,Express
47,Female,Shoes,Footwear,Spring,Debit Card,Store Pickup
18,Female,Sunglasses,Accessories,Winter,Debit Card,Free Shipping
22,Female,Shorts,Clothing,Winter,Credit Card,Next Day Air
69,Female,Hoodie,Clothing,Fall,Venmo,Free Shipping
55,Female,Scarf,Accessories,Spring,Debit Card,Store Pickup
19,Female,Sandals,Footwear,Spring,Cash,Free Shipping
23,Female,Hat,Accessories,Spring,PayPal,2-Day Shipping
54,Female,Shoes,Footwear,Summer,Bank Transfer,Store Pickup
52,Female,Sneakers,Footwear,Spring,Bank Transfer,Next Day Air
64,Female,Backpack,Accessories,Summer,Bank Transfer,Free Shipping
33,Female,Belt,Accessories,Winter,Debit Card,Free Shipping
40,Female,Shirt,Clothing,Winter,Debit Card,2-Day Shipping
26,Female,Skirt,Clothing,Winter,Credit Card,Express
31,Female,Gloves,Accessories,Summer,Debit Card,Free Shipping
23,Female,Gloves,Accessories,Winter,Bank Transfer,Store Pickup
52,Female,Handbag,Accessories,Summer,PayPal,2-Day Shipping
21,Female,Socks,Clothing,Winter,Credit Card,Store Pickup
31,Female,Backpack,Accessories,Summer,Cash,Express
63,Female,Jeans,Clothing,Summer,Venmo,2-Day Shipping
46,Female,Skirt,Clothing,Spring,Bank Transfer,Express
44,Female,Hoodie,Clothing,Spring,PayPal,Store Pickup
57,Female,Jewelry,Accessories,Spring,Venmo,Free Shipping
50,Female,Sneakers,Footwear,Summer,Bank Transfer,2-Day Shipping
33,Female,Shirt,Clothing,Winter,Venmo,Store Pickup
19,Female,Sunglasses,Accessories,Summer,Credit Card,Free Shipping
68,Female,Dress,Clothing,Fall,PayPal,2-Day Shipping
27,Female,Shoes,Footwear,Spring,PayPal,Free Shipping
61,Female,Belt,Accessories,Fall,Debit Card,2-Day Shipping
38,Female,Shirt,Clothing,Winter,Cash,Store Pickup
28,Female,Boots,Footwear,Summer,Bank Transfer,Standard
39,Female,Hoodie,Clothing,Fall,Bank Transfer,Standard
18,Female,Jeans,Clothing,Winter,Debit Card,Free Shipping
24,Female,Jacket,Outerwear,Spring,Cash,Free Shipping
64,Female,Jacket,Outerwear,Spring,Venmo,Standard
51,Female,Sandals,Footwear,Spring,Cash,2-Day Shipping
27,Female,Dress,Clothing,Fall,Venmo,Free Shipping
48,Female,Sweater,Clothing,Winter,Cash,Free Shipping
69,Female,Gloves,Accessories,Spring,Bank Transfer,Next Day Air
59,Female,Sunglasses,Accessories,Summer,PayPal,Free Shipping
59,Female,Belt,Accessories,Winter,Venmo,Store Pickup
42,Female,Hat,Accessories,Winter,Bank Transfer,Free Shipping
39,Female,Hat,Accessories,Fall,Cash,Next Day Air
32,Female,Blouse,Clothing,Summer,Debit Card,Standard
68,Female,Shoes,Footwear,Summer,Credit Card,Free Shipping
41,Female,Skirt,Clothing,Fall,Bank Transfer,Next Day Air
31,Female,Sneakers,Footwear,Fall,Venmo,Next Day Air
58,Female,T-shirt,Clothing,Fall,Bank Transfer,Store Pickup
28,Female,Handbag,Accessories,Fall,Venmo,2-Day Shipping
63,Female,Sweater,Clothing,Spring,Credit Card,Next Day Air
64,Female,Gloves,Accessories,Summer,Cash,2-Day Shipping
66,Female,Dress,Clothing,Winter,Venmo,Standard
31,Female,Dress,Clothing,Spring,Credit Card,Free Shipping
55,Female,Blouse,Clothing,Spring,Venmo,2-Day Shipping
32,Female,Shirt,Clothing,Fall,PayPal,Standard
50,Female,Boots,Footwear,Fall,PayPal,Express
58,Female,Jacket,Outerwear,Summer,Cash,2-Day Shipping
18,Female,Backpack,Accessories,Spring,Credit Card,Store Pickup
39,Female,Pants,Clothing,Spring,Credit Card,Express
56,Female,Boots,Footwear,Fall,Bank Transfer,Standard
37,Female,Socks,Clothing,Fall,Venmo,Free Shipping
46,Female,Scarf,Accessories,Fall,Debit Card,Free Shipping
52,Female,Blouse,Clothing,Fall,Debit Card,Standard
70,Female,Belt,Accessories,Spring,Cash,Standard
61,Female,Sunglasses,Accessories,Winter,Bank Transfer,Express
33,Female,Boots,Footwear,Winter,Bank Transfer,Next Day Air
65,Female,Sandals,Footwear,Spring,Venmo,Standard
41,Female,Gloves,Accessories,Spring,PayPal,Free Shipping
19,Female,Skirt,Clothing,Spring,Credit Card,Next Day Air
33,Female,Skirt,Clothing,Winter,Bank Transfer,Express
53,Female,Blouse,Clothing,Summer,Credit Card,Next Day Air
54,Female,Handbag,Accessories,Spring,PayPal,Next Day Air
36,Female,Boots,Footwear,Spring,Cash,Next Day Air
56,Female,Boots,Footwear,Summer,Cash,Free Shipping
28,Female,Sweater,Clothing,Fall,Cash,Express
34,Female,Socks,Clothing,Spring,Cash,Free Shipping
43,Female,Gloves,Accessories,Fall,Credit Card,Express
54,Female,Shorts,Clothing,Winter,Debit Card,Express
37,Female,Boots,Footwear,Spring,Bank Transfer,Standard
33,Female,Jacket,Outerwear,Fall,PayPal,Standard
33,Female,Scarf,Accessories,Winter,Bank Transfer,Store Pickup
55,Female,Jacket,Outerwear,Winter,Cash,Store Pickup
63,Female,Jewelry,Accessories,Winter,PayPal,Express
52,Female,Hoodie,Clothing,Winter,Credit Card,Store Pickup
23,Female,T-shirt,Clothing,Spring,Credit Card,Free Shipping
70,Female,Shirt,Clothing,Fall,PayPal,Free Shipping
64,Female,Shirt,Clothing,Winter,Cash,Express
22,Female,Coat,Outerwear,Fall,Bank Transfer,Store Pickup
46,Female,T-shirt,Clothing,Winter,Credit Card,Free Shipping
65,Female,Hoodie,Clothing,Spring,Credit Card,Standard
18,Female,Sunglasses,Accessories,Fall,Cash,Standard
45,Female,Blouse,Clothing,Spring,PayPal,Standard
56,Female,Hoodie,Clothing,Spring,Debit Card,2-Day Shipping
49,Female,Skirt,Clothing,Spring,Credit Card,Free Shipping
66,Female,Shorts,Clothing,Summer,Debit Card,Standard
27,Female,Jeans,Clothing,Summer,Credit Card,Standard
69,Female,Jacket,Outerwear,Fall,PayPal,Store Pickup
66,Female,Hoodie,Clothing,Fall,Debit Card,Store Pickup
45,Female,Shirt,Clothing,Summer,Debit Card,2-Day Shipping
31,Female,T-shirt,Clothing,Winter,Venmo,Standard
33,Female,Blouse,Clothing,Fall,Cash,Free Shipping
43,Female,Skirt,Clothing,Spring,Bank Transfer,Free Shipping
25,Female,Backpack,Accessories,Winter,Credit Card,Standard
46,Female,Shorts,Clothing,Fall,Venmo,Next Day Air
67,Female,Shirt,Clothing,Spring,Credit Card,Free Shipping
26,Female,Backpack,Accessories,Summer,Venmo,Free Shipping
35,Female,Shoes,Footwear,Summer,Credit Card,Standard
61,Female,Skirt,Clothing,Fall,PayPal,Standard
26,Female,Dress,Clothing,Summer,Venmo,Standard
39,Female,Hat,Accessories,Fall,Debit Card,Free Shipping
69,Female,Handbag,Accessories,Winter,Cash,2-Day Shipping
32,Female,Handbag,Accessories,Fall,Debit Card,Express
20,Female,Blouse,Clothing,Fall,Credit Card,Next Day Air
25,Female,Scarf,Accessories,Fall,Credit Card,Standard
56,Female,Jewelry,Accessories,Fall,PayPal,Next Day Air
63,Female,Skirt,Clothing,Spring,Credit Card,Store Pickup
34,Female,Hoodie,Clothing,Winter,Cash,Express
29,Female,Scarf,Accessories,Summer,Cash,Standard
43,Female,Jeans,Clothing,Fall,PayPal,Free Shipping
39,Female,Jacket,Outerwear,Fall,Credit Card,2-Day Shipping
33,Female,T-shirt,Clothing,Winter,Credit Card,Free Shipping
51,Female,Pants,Clothing,Winter,Venmo,2-Day Shipping
65,Female,Shoes,Footwear,Summer,Venmo,Express
51,Female,Jacket,Outerwear,Fall,Venmo,Free Shipping
70,Female,Scarf,Accessories,Summer,Cash,Store Pickup
40,Female,T-shirt,Clothing,Spring,Bank Transfer,Store Pickup
19,Female,Dress,Clothing,Winter,Credit Card,2-Day Shipping
28,Female,Coat,Outerwear,Fall,Cash,Standard
51,Female,Sweater,Clothing,Summer,Cash,Store Pickup
32,Female,Hat,Accessories,Summer,Venmo,Standard
26,Female,Backpack,Accessories,Summer,Cash,Express
50,Female,Socks,Clothing,Fall,Cash,Next Day Air
68,Female,Jewelry,Accessories,Winter,Venmo,Free Shipping
33,Female,Boots,Footwear,Fall,Debit Card,Store Pickup
56,Female,Coat,Outerwear,Spring,Credit Card,Express
57,Female,Sweater,Clothing,Spring,Credit Card,Store Pickup
58,Female,Blouse,Clothing,Summer,Bank Transfer,Store Pickup
40,Female,Belt,Accessories,Spring,Credit Card,Store Pickup
37,Female,Hat,Accessories,Winter,Cash,Next Day Air
36,Female,Sandals,Footwear,Fall,Debit Card,Store Pickup
29,Female,Boots,Footwear,Winter,Debit Card,2-Day Shipping
65,Female,Jacket,Outerwear,Winter,Debit Card,2-Day Shipping
44,Female,Dress,Clothing,Spring,Venmo,Next Day Air
34,Female,Jeans,Clothing,Summer,Cash,2-Day Shipping
31,Female,Shorts,Clothing,Fall,Venmo,Express
28,Female,Shirt,Clothing,Spring,PayPal,Next Day Air
66,Female,Coat,Outerwear,Fall,Debit Card,Free Shipping
68,Female,Coat,Outerwear,Summer,Bank Transfer,Store Pickup
37,Female,T-shirt,Clothing,Fall,Debit Card,2-Day Shipping
58,Female,Sweater,Clothing,Fall,Debit Card,Store Pickup
28,Female,Skirt,Clothing,Fall,Cash,Free Shipping
54,Female,Blouse,Clothing,Summer,Venmo,Free Shipping
21,Female,Sneakers,Footwear,Summer,Venmo,Next Day Air
45,Female,Backpack,Accessories,Winter,Debit Card,Next Day Air
57,Female,Socks,Clothing,Summer,Cash,Standard
47,Female,Jewelry,Accessories,Winter,Debit Card,Free Shipping
46,Female,Shorts,Clothing,Summer,Cash,2-Day Shipping
63,Female,Jewelry,Accessories,Fall,Venmo,Next Day Air
44,Female,Sweater,Clothing,Spring,PayPal,Free Shipping
36,Female,Shirt,Clothing,Summer,Debit Card,Standard
24,Female,Pants,Clothing,Fall,Credit Card,Free Shipping
65,Female,Hoodie,Clothing,Spring,Credit Card,2-Day Shipping
32,Female,Socks,Clothing,Summer,PayPal,Standard
63,Female,Dress,Clothing,Summer,Venmo,Next Day Air
62,Female,Blouse,Clothing,Winter,Credit Card,Free Shipping
19,Female,Skirt,Clothing,Winter,Debit Card,Store Pickup
38,Female,Backpack,Accessories,Winter,Credit Card,Free Shipping
59,Female,Blouse,Clothing,Winter,Credit Card,Store Pickup
22,Female,Socks,Clothing,Spring,Debit Card,Standard
55,Female,Boots,Footwear,Summer,Bank Transfer,2-Day Shipping
29,Female,Backpack,Accessories,Summer,Bank Transfer,Next Day Air
42,Female,Hat,Accessories,Spring,Credit Card,Free Shipping
23,Female,Sandals,Footwear,Winter,Debit Card,Express
70,Female,Hoodie,Clothing,Spring,Venmo,2-Day Shipping
64,Female,Sunglasses,Accessories,Fall,Credit Card,Store Pickup
39,Female,Jeans,Clothing,Winter,PayPal,Free Shipping
47,Female,T-shirt,Clothing,Winter,Venmo,Free Shipping
22,Female,Dress,Clothing,Spring,Bank Transfer,Standard
69,Female,Belt,Accessories,Spring,Credit Card,Free Shipping
35,Female,Jewelry,Accessories,Spring,Cash,Standard
56,Female,Hoodie,Clothing,Summer,Debit Card,Standard
30,Female,Blouse,Clothing,Summer,Credit Card,Free Shipping
43,Female,Jacket,Outerwear,Fall,Credit Card,Free Shipping
23,Female,Sneakers,Footwear,Summer,Credit Card,Express
50,Female,Boots,Footwear,Spring,PayPal,2-Day Shipping
41,Female,Blouse,Clothing,Winter,Bank Transfer,Standard
41,Female,Blouse,Clothing,Winter,Credit Card,Free Shipping
27,Female,Boots,Footwear,Spring,Debit Card,Standard
